source_airport,destination_airport
KWI,DWC
IND,BWI
PEK,DYG
BNA,LGA
BHX,DEL
POM,PNP
AMM,BCN
BRI,CGN
TSE,DZN
FLL,ORD
UKB,CTS
POA,GRU
ANC,VDZ
DEN,IND
PEK,TGO
PIR,DEN
SJW,SHP
JNU,GST
SYX,CKG
TPA,ROC
LAX,YYC
PNQ,NAG
TYN,TPE
SBH,SXM
VCE,ARN
MDT,ATL
VIE,CLJ
DEL,IXC
DFW,MEX
TSN,CKG
HER,LTN
SDJ,NGO
NAT,BSB
JFK,BOG
AKL,BNE
SRQ,ATL
AVP,ATL
SFA,TIP
KMG,CTU
SJU,PUJ
ZUH,CGO
WXN,PVG
PEK,FNJ
SEA,LHR
SIN,BNE
EWR,BOS
RUH,ADD
LHR,AUH
DEN,MLI
BLQ,LYS
DME,IKT
DLC,HGH
YEG,YVR
BWI,ORD
MEX,MFE
EIN,TXL
NCL,SVG
BUD,GYD
GYE,MIA
IAH,TGU
LHR,LCA
KUF,DXB
AER,LBD
HAM,AMS
JFK,MXP
TKG,BTH
MAG,LAE
VLC,OVD
WNR,BVI
OKA,KMI
VCP,CCM
TNA,HKG
MAD,GVA
SAT,MTY
LAS,DLH
HMO,MTY
PVG,CAN
BOD,LYS
TOS,BGO
MLM,LAX
MUC,IBZ
BRU,DKR
PER,SIN
LIS,LYS
HMI,KRL
ICN,TOY
LHW,HGH
CJU,WJU
KUL,IST
JED,AMM
JNB,JFK
PHX,DTW
VIE,DLM
CNS,POM
MEX,PXM
RGN,AKY
DEL,IXL
FLL,AUS
DXB,KMG
LPQ,BKK
FJR,AZI
ZRH,LCY
MFR,LAS
VKO,KVX
DEL,VIE
CDG,GOT
ATL,ORD
PAT,CCU
DLC,HDG
ICN,SZX
SEA,SAN
IOM,LPL
SIN,CHC
DEL,IXC
MIM,MEL
CZX,CTU
HTI,BNE
SFO,SAL
LAX,AKL
AUS,SFO
SOF,EIN
WDH,CPT
SJW,HRB
HAK,AQG
DEN,MKE
TSN,DYG
ORD,BOS
GUA,SJO
MVD,MIA
LPA,FKB
PVG,FCO
TAO,CGO
LEI,MAD
SJU,JFK
PDL,FNC
POP,LRM
DTM,ONQ
DXB,ADL
MUC,ESB
FAT,SAN
ATL,ABY
MSY,JFK
JNB,PHW
HAS,DMM
CDG,FDF
GCI,NWI
DZA,HAH
LIM,CUZ
CDG,BEY
LYS,LRT
TSN,CKG
ATL,DEN
BGY,LWO
VIE,SKG
CDG,ORD
LOP,KOE
DBV,DUS
DME,GOJ
LCY,FRA
LPB,CBB
BRU,JFK
AGP,OVD
HRB,CGO
PHL,AVP
ELQ,CAI
PIT,PHX
PEN,MYY
CMN,CDG
EDI,WIC
VXC,APL
MIA,LHR
SGN,DLI
EIN,ATH
SLY,DME
SHA,BAV
MUX,LHE
CGO,SYX
VKO,VOZ
AMS,JNB
KSH,MHD
CAI,SVO
LWO,FCO
NCE,LBA
STN,AOI
AYT,GRZ
NRN,FUE
LED,TAS
BUD,GSE
CYS,DEN
CGN,BHX
BUD,MLA
PEK,PVG
HGH,SHE
LPA,AMS
EDI,HHN
ATL,PIT
CPH,SIN
PEK,RLK
FRA,IST
HKG,ORD
AUH,RUH
JFK,JED
JDO,GRU
XIY,TXN
KIX,FRA
MIA,ELH
CCU,BKK
JER,CWL
XIY,CTU
CGK,JED
BEG,OTP
BWI,PVD
JED,MXP
ZUH,CTU
YIC,KMG
SNO,DMK
MUC,AGP
BGW,ESB
XIY,TPE
VXE,LIS
BCN,ZRH
YZS,YUT
GUW,SCO
ELP,ATL
ADB,MUC
MAD,BOS
INH,MPM
SMF,LAX
HKG,POM
BRU,BOM
SEA,JFK
BWI,BDL
ZRH,NBO
ALC,TRF
ARN,TLL
HGH,CGO
LYS,MLA
SZX,YCU
ANF,SCL
TUN,LYS
SJD,ATL
EVN,CEK
MYY,LKH
DCA,MSY
RBR,CZS
SLC,JFK
PUS,VVO
CLT,PBI
LYS,NCE
FRS,GUA
OSL,DUS
UIO,BOG
PUS,MNL
LKO,DXB
GRU,YYZ
LOE,DMK
KUL,MAA
MSY,LAX
GVA,OTP
IND,TTN
CEB,DGT
PRG,PSA
PBO,PER
MKE,LAX
LST,BWT
LOS,DLA
MCT,KHS
HNL,SMF
MPL,DUS
MDW,BNA
SFO,GDL
DSM,ATL
SYD,NRT
AGP,VST
SHJ,SVX
DJE,SXF
HGH,KWE
ACC,LFW
MLA,NCL
ZHA,SZX
PAC,CHX
IXR,BOM
PVD,FLL
XNA,DFW
PLM,CGK
ROS,AEP
GYD,DME
SVX,TJU
MQP,LVI
EWR,PHX
MRS,GSE
TAO,SZX
ZRH,CGN
BHO,BOM
LGA,YYZ
SFO,AUS
SHE,TPE
FUK,PVG
VRA,YYC
YYZ,ROC
BRU,DEL
RUH,SAW
DPS,SIN
IST,LYS
BOM,UDR
BMA,KLR
RUN,DZA
CAN,TXN
BLR,BOM
DEN,MEM
NRT,ORD
SEA,TPE
PNQ,GOI
ITM,GAJ
SAN,CLT
ICN,KMI
CUR,POS
PEK,RGN
LPB,SRE
ATH,DXB
MEX,CDG
LGA,ORF
FRU,LED
WNZ,TNA
MEX,CUN
LPA,LTN
WAW,DSA
JJN,CSX
YVR,IAH
MSY,ATL
CWB,IGU
OTP,LTN
RUH,EAM
OUA,IST
HAN,TPE
PRG,LIN
YNT,HRB
HAJ,IBZ
SHE,PVG
SZX,TYN
BQL,ISA
SHE,CJU
RUH,DAC
MFM,CKG
AUS,ELP
NCE,VCE
HET,TGO
NMA,GOJ
BEL,PBM
DUB,LHR
BRU,NAP
ATL,ELP
STN,KIR
LPA,EMA
GLA,EWR
DFW,ROW
AMS,LIS
CDG,BIQ
CGN,KVA
BOS,DEN
SOQ,FKQ
CVG,STL
DFW,PDX
ORD,BWI
LCY,NTE
ATL,BWI
KLV,SVO
CGO,HET
BWI,LAX
LHW,YCU
KUF,EVN
YQD,YWG
BCN,EDI
SIN,CDG
SHA,URC
SDU,RAO
MIA,LHR
DOK,LCA
LHR,ZRH
MJD,KHI
BKK,UTH
YYZ,NRT
TSN,HRB
NRL,NDY
MAD,SJO
TYS,DCA
SIN,REP
BHX,NCE
KMG,SJW
IAD,STL
HND,TAK
FAT,LAX
MCT,LHR
ALC,MAN
CAN,SGN
OXB,CMN
PDX,SJC
WMI,EMA
BHX,KTW
DCA,BOS
STL,YYZ
EWR,ORD
ICN,NRT
ABQ,DEN
OTP,VIE
ATL,BOS
PHX,BUR
SMF,OGG
FWA,ORD
SPU,FRA
MDG,ICN
ZHA,CTU
CKG,KWL
MIA,FRA
OBU,OTZ
LAS,AZA
BDJ,JOG
ABV,NIM
YQT,YYZ
OSL,WAW
CEB,BXU
PVD,PHL
CUN,SCL
ORN,TUN
ICN,YVR
DEL,DED
DEL,BOM
EBA,ACH
KWL,TSN
ZAG,SVO
HKG,MUC
TIJ,AGU
FAE,BGO
TPE,CSX
FRU,DYU
JNB,LBV
RAP,DFW
AMM,FCO
ELP,LAS
PEN,SZB
KUL,DPS
KWE,CTU
HLD,PEK
SZX,DPS
UUD,OVB
TLL,VNO
FNC,LIS
HKG,PEN
CGO,NNG
TPE,ROR
LGW,MLE
JNB,KGL
CEB,BCD
KLO,PUS
HKG,HGH
WUH,XIY
ISP,SNA
DTW,MBJ
BCI,LRE
PDX,SFO
JBQ,AUA
JED,AMM
EDI,KEF
DEN,FLL
MIA,DUS
FRA,SGN
FRA,SKG
ZPB,MSA
WAW,ZRH
YRT,YTH
CCS,FRA
JFK,YUL
YYZ,YWG
CAN,HGH
YYT,YYZ
ATL,COS
XIY,WNZ
BBO,JIB
BSL,CDG
CDG,ABJ
LGW,PFO
ORD,TXL
DUS,CTA
ANC,SCC
CKG,SYX
BOS,YHZ
VKO,FRA
JQA,JAV
BTV,EWR
NRN,OPO
HFE,TYN
ATH,TXL
ALB,OGS
LHR,MUC
KUL,PEN
FRA,DEN
FWA,ORD
NSI,CDG
BYC,SRZ
BEG,SAW
LAD,FIH
VLC,SDR
LHR,PHX
VLC,IBZ
ORD,ATL
KMG,SIN
DUB,ZRH
IAH,SDF
DEL,JED
ZNZ,NBO
DLM,HAM
CTA,LIN
MUC,FRA
AUH,SIN
SIN,PVG
HKG,SYX
TPE,HKG
SXF,ORY
PMI,MXP
KHI,SHJ
TXN,CKG
SIN,HKG
GOT,FCO
CTU,AUH
HME,LGW
EMA,DLM
SYD,MEL
NAS,DFW
KRK,MUC
PAD,AYT
GIG,JFK
BUD,ATH
MRS,BLJ
YUL,CUN
KNX,PER
YVR,YPW
MSP,BWI
LBD,SVX
DXB,BAH
AMS,MAN
DUB,WAW
EZE,COR
NBC,SVO
CTA,LGW
ICN,HND
OOL,MEL
DCA,ATL
MIA,LAX
CIA,VLC
FUE,LGW
LHR,SFO
IBZ,ORY
TSN,CTU
IAH,NRT
DEN,BIS
BOS,SEA
CTS,HND
HVB,BNE
SIN,HKG
MRU,BOM
CGO,TSN
CKG,KMG
AGP,VKO
FRA,SFO
HAK,CTU
GSO,ATL
LHR,JED
PIT,PUJ
DPS,DRW
LAE,HGU
ARN,ADD
RIX,ZRH
MRS,TUN
KUL,ICN
FLL,BUF
DJJ,TIM
HKD,ITM
LGW,TPA
ICN,TAS
ORD,AMM
CAG,GVA
SSA,FOR
GOI,BOM
AEP,CWB
HRE,LUN
SHA,TXN
BON,AMS
LYS,CMN
PVG,MFM
PJM,SJO
LOS,JNB
ICN,PEK
ROP,GUM
AMS,SXF
AUS,OAK
KJA,KHV
YVO,YKU
MEL,BNE
BRS,BLQ
KUN,EDI
KER,ZAH
HYA,ACK
KRK,DTM
YXE,YEG
GPT,CLT
DCM,AGF
MAN,MUC
BKO,LIS
ALC,GOT
GJT,SLC
MKQ,DJJ
NKG,INC
EWR,HKG
DYG,NKG
REU,BFS
FUK,ICN
FEZ,CRL
CNS,GOV
CLJ,BLQ
IBZ,MAN
CWB,XAP
MST,TFS
MAD,STN
BNA,CVG
CLE,SFO
BKK,MAD
YYC,YYJ
EVN,CDG
MIR,TIP
KUL,CAN
KWL,NGB
CCU,IXS
GNY,IST
SFO,FLL
CGK,JOG
KBP,RIX
SWA,SHA
ATH,IEV
BWI,ALB
SIN,CKG
STR,IBZ
VNO,CHQ
BVA,WRO
KBP,KIV
ICN,REP
DFW,OKC
AMD,MAA
SCU,FCO
MLI,ORD
HRG,ZRH
PVG,RMQ
VIE,EBL
YYT,YHZ
SCL,CJC
SHA,JJN
HGH,CTU
VAK,SCM
RJK,SPU
BQN,JFK
LIL,MPL
BQL,BEU
URC,KCA
MXP,LUX
SAH,KRT
IAH,ORD
SGO,CMA
TXL,VNO
OPO,FRA
FUE,TFN
VIE,TLV
AMM,JED
NKG,SZX
REC,GRU
RUH,CMB
WUH,ZUH
SSA,BRA
TRN,FCO
CHA,PIE
BOO,MJF
EMA,MAH
KWM,CNS
PVR,ORD
TIP,TUN
CAI,DAR
LIL,OPO
SUB,TRK
LYS,MAD
ONT,DEN
MAA,RUH
XIY,SJW
IST,LUX
LFT,IAH
LHR,GLA
GIG,MIA
MEM,ATL
TRN,PMO
PER,GET
GRU,JFK
IKA,CAN
MUC,SVX
SSG,CMN
CLT,SFO
ORF,DFW
TJM,NUX
NOC,MAN
PSA,LPA
ADD,NBO
VAW,KKN
DUB,ORD
MUC,MAN
FLL,GGT
PUS,PVG
DUS,ATL
TXL,BUD
DFW,SLC
GOA,FCO
HNL,LAS
YYC,NRT
XMN,WXN
MIA,SSA
AKL,BHE
BHD,SOU
SKG,RHO
VIE,KRR
LAX,MSP
CJU,GMP
GMP,HND
SVX,EVN
YYZ,SEA
KGI,MEL
LGW,RAK
SDU,CGH
NRT,SFO
MAO,MIA
DCA,TPA
ALF,OSL
AUH,YYZ
GND,JFK
LAX,YVR
LHR,BHD
MEM,ATL
BKK,TNR
LUN,WDH
ALC,AMS
MEX,HAV
ALC,LBA
PVG,DAX
CLE,SDF
LUX,LPA
SVB,WMN
ABE,CLT
SAW,KWI
BOS,AUS
CJB,BLR
IKA,ISU
LIN,AMS
BRU,HER
DUB,CDG
LUX,NAP
NKG,XMN
CAI,RMF
AUA,CCS
CNS,BNE
MKE,ATL
KIS,EDL
BGO,SXF
CSX,INC
KHG,URC
XMN,TXN
BRU,ATL
ARN,BGW
SHA,XMN
TSN,KMG
MUC,NAP
CPH,LIS
ORD,CAK
SAN,PVR
ORY,MPL
NNG,XMN
YVR,YXT
BNE,PER
FNA,ACC
BKK,PNH
FEZ,BVA
SFO,CLE
YZG,YWB
CUN,YYZ
AUA,EWR
MCO,GRR
MCO,MAN
SIN,DPS
NHV,UAH
LSY,SYD
VIE,SKG
YOW,CLT
CLY,ORY
AUH,BLR
BKK,CAN
BRU,RAK
HKG,BKK
CPH,FRA
ATL,CAK
BKK,AUH
GLA,WAW
LHR,FNA
RNS,CDG
GRR,MCO
GYD,PRG
MGB,MEL
BLL,TFS
WWK,MAG
BKK,KUL
SIN,DRW
ESB,MUC
ART,ORD
FLS,LST
AYT,LGW
HAA,HFT
SPU,ZAG
NNG,SWA
PTY,JFK
LHR,PHX
ZRH,LTN
VIE,ATH
NCE,AMS
AEP,MDZ
RAI,LIS
CDG,CAI
CNJ,BNE
HKG,MXP
LAX,PVU
PEK,MNL
MUC,KRK
ATH,BCN
LBA,BGY
EMA,WMI
LBA,CPH
LYA,SHE
PHL,STL
HSN,PVG
STI,JFK
MKE,MCO
NBO,BRU
OVB,CIT
CDG,NKC
CGH,VIX
BOS,CVG
CFU,BLL
YUL,YYZ
MHD,ZAH
WUH,HET
ALF,VDS
DEL,BOM
AMM,LCA
BHX,FLR
FOR,CNF
ICN,MNL
YIW,HRB
FOC,ZUH
PHL,PDX
MYR,IAG
PPT,AKL
HTN,URC
AKU,CTU
SYD,PEK
PBI,IAH
LAX,ATL
KKJ,HND
SYD,LST
AUH,CGK
WRE,AKL
FLL,LIM
BHX,ACE
PEK,MUC
TPE,HAN
BTR,ATL
HKD,HND
SHE,HGH
ATL,MCO
UEL,MPM
PRN,LGW
EMA,BHD
FRA,RIX
CAN,DAD
VIE,OSL
CGK,PKU
BAV,PEK
AMA,DAL
BKK,CAI
KBL,MZR
STN,TRS
MCO,HPN
KWI,DEL
WNZ,KMG
LPB,AQP
SGC,KIV
TIJ,CUN
RDU,DFW
GRU,EZE
AMS,KGL
ORD,DUS
YUL,YYZ
WUA,HET
LIM,EZE
GYN,BSB
SYX,XMN
COQ,HLD
PDX,BIL
GHB,NAS
HAK,CAN
AEP,GRU
SIN,BWN
DAC,ZYL
OMS,DME
IAD,OMA
HFE,DLC
MIA,GIG
PHE,BME
LYS,CDG
OAJ,DCA
CVG,RDU
RAJ,BOM
CDG,AMS
OAK,LIH
WAA,OME
YGW,YUL
LKO,BLR
GMP,RSU
AMS,CPH
DEL,BOM
TXL,DUS
BGO,NCE
TAS,AZN
SDF,ORD
FRA,LAD
CDG,NCL
ORY,MIR
HEL,OSL
BDA,YYZ
FRW,GBE
SZX,CTU
HAM,NAP
MSP,LHR
ATL,MIA
PPT,AKL
NLD,MEX
AUH,MCT
AMS,BOS
SOF,BEG
CMH,LAX
NBO,JIB
VLN,BLA
SJW,XIY
CUN,MCO
PHL,SXM
SUB,MDC
CGO,DSN
TAE,PEK
PEK,SHA
DLC,TAO
TAO,WUH
HOR,LIS
TRD,BGO
FMO,ZRH
CAI,AMM
AYT,DRS
VCE,AMS
YXU,YYC
CHC,PPQ
CJU,HKG
SAV,JFK
SNA,ORD
HNA,NKM
KGS,KUN
MSY,BWI
PEK,ALA
DJE,NTE
VTZ,BLR
NAP,VIE
ASU,SCL
JKL,LRS
HGH,XIY
KRS,TRD
FCO,DUB
HND,CGK
ICN,HEL
LIT,PHX
BCN,BUD
OSL,FRO
POS,MIA
MHQ,ARN
SXM,CUR
EWR,TYS
AMM,JFK
GRU,EZE
CLT,LGA
LAX,MSP
SOF,ZRH
BOS,RAI
SVX,OSS
UBJ,HND
FNT,BWI
SDQ,MIA
OTP,LCA
PMI,GRZ
NDR,BCN
BKI,HKG
HAN,VTE
TPE,XIY
PER,ALH
LIR,SAL
CTS,NGO
LAS,ATL
CMB,KWI
CSX,XIY
LIS,PIX
HND,KKJ
FBM,NBO
CTA,ZRH
WNZ,SHE
AKL,NAN
HUI,SGN
CMB,KUL
DAR,NBO
LIS,ZRH
URC,ISB
TUN,TOB
EBL,BEY
ATL,BWI
BKI,CGK
TXL,BHX
DNK,BUS
XIY,LJG
DFW,AMS
ORY,LHR
PRG,CDG
YVR,YYJ
MUC,DUS
ALC,TXL
CCU,PAT
AKL,ADL
TSN,SZX
BEY,LCA
LAS,CLE
PHX,STL
TUN,NTE
SAW,TIA
SHA,XMN
PEK,URC
SYY,ABZ
DUS,CPH
STL,DCA
LHR,PRG
FRA,SZG
CTU,XIY
XIY,BHY
AGP,MAN
RSH,KLG
AEP,RGL
PEK,CKG
RDU,ATL
ISB,MED
JED,GXF
RUH,CCJ
LGA,LIT
JFK,JNB
NSK,SVX
FUK,TAO
CAN,URC
BEN,IST
EAM,RUH
IST,BGW
PRG,STN
NCL,DUB
ARN,SFT
KRK,WAW
MAN,FNC
TPE,SHE
KSJ,AOK
IST,BEY
SLU,DOM
BOM,TRV
CGO,DLC
LPA,SVQ
GAL,RBY
ILO,MNL
DXB,IST
PTP,ORY
SIN,RGN
DXB,KDH
YFB,YTE
OSD,ARN
SJO,TGU
RAP,DEN
BNA,PHX
CUU,DFW
LOP,SIN
CPT,HLA
RDU,LAX
COO,BKO
LAX,MEX
DXB,LAX
HKG,ILO
ATL,CDG
TSN,WUH
SOF,LHR
CDG,PRG
STL,LAX
SLC,SJC
PIK,MLA
KWL,HGH
NAG,CCU
PHX,FLG
SLC,SAT
MIA,SFO
LPL,NOC
AHO,HHN
KMG,DSN
XIY,TNA
ADD,BKK
PVG,HKT
JFK,BCN
BKK,KBV
XIY,SJW
SHJ,BSR
MSP,DCA
COS,DEN
WDH,WVB
BOM,NAG
LYA,DLC
CCU,IXB
FCO,YYZ
LPA,FNC
ARN,VCE
BUD,CPH
SBH,PTP
SFO,SBP
TIA,MUC
GRW,TER
AUS,MDW
ATL,CAK
MIR,ORY
CGO,HRB
SXM,SAB
JER,AMS
NRT,PVG
DUS,AYT
NKG,SZX
MAN,ACE
HUY,ABZ
SHJ,SKT
BEG,LCA
MAR,AUA
KIN,PTY
SXF,BGO
DFW,DEN
LAX,OAK
XIY,CTU
STN,HAU
LEJ,RHO
BUD,EIN
PHL,DFW
SFO,COS
FRA,KUL
PRG,CPH
YXU,ORD
KRK,VIE
LED,SCW
MUC,AGA
DCA,CRW
OVB,MJZ
KMG,CAN
CTU,LHW
IDR,RPR
KIH,IFN
DXB,BNE
IAH,LAX
PER,ASP
KCH,MYY
TNA,LHW
WMI,WRO
SAN,BOS
CHC,MEL
KZN,AYT
LIS,DUB
CPH,BRU
SSH,JED
RGN,KUL
HAV,AMS
BJL,DKR
HAM,LGW
CPH,ZAG
MUX,MED
ATL,RIC
BKK,TPE
IND,ORD
FCO,ALC
VIE,BSL
PLS,YUL
DUB,RAK
ATL,DUS
MCO,MEX
MQL,ADL
LAX,PTY
TSF,PRG
CBQ,ABV
MLM,SFO
GVA,HAM
AUA,PHL
LPA,LIS
SWA,SHA
YVR,LAX
MAN,PMI
CAN,TSN
SLC,FAR
WUH,TPE
FCO,EWR
KTM,ICN
DEL,LKO
MID,MEX
MXP,FOR
DXB,GRU
JFK,PLS
WUX,DLC
SDF,ATL
KJA,SKD
KRL,URC
SVO,YKS
BNE,POM
DWC,KUF
BNA,MKL
ACC,LOS
TAO,HFE
HLZ,CHC
GVA,OLB
SYX,WUX
TXL,OTP
KWI,BOM
TFS,GVA
KRK,MUC
TPE,KIX
BKK,NRT
SAH,BEY
TRF,AGP
KWI,SAW
IST,AUH
TPE,HRB
ORY,TLM
MAN,MBJ
MAN,SPU
PHF,CLT
OOL,ISA
DME,UGC
ABZ,AMS
IDA,DEN
MDW,MSY
BON,IAH
NAS,ATC
CCU,IXR
RIB,TDD
CKS,MAB
ASF,DME
OSL,LPA
ZRH,DEL
GYE,AMS
SVQ,TLS
OZH,IEV
PNS,DCA
XNN,LXA
NKG,JJN
LLI,GDQ
RAK,NCE
MUC,BRU
VCP,MGF
BHX,DUB
BEG,CRL
EIN,DUB
TSV,MEL
KWI,HBE
CAN,TAO
OPO,FCO
PDX,ORD
MSQ,LGW
LBD,KJA
CGN,CAG
TNA,HGH
BAV,TSN
PEK,SYX
CUC,MDE
CHQ,CPH
BOS,CUN
DLU,KMG
RFP,BOB
LUX,AGP
YXN,YRT
CTU,WUX
BSB,MAO
BGY,EIN
TIP,LAQ
BLL,CHQ
PMY,AEP
TPE,CGK
PUY,HHN
BHY,PEK
PVG,DLC
PIR,ATY
KUL,HKT
ATL,CAE
SBP,PHX
SSH,LTN
THR,MED
ZRH,MCT
DUS,BEG
JOG,CGK
EVN,VOG
BCN,SCQ
SDQ,SXM
TPA,HPN
YZV,YNA
MCT,CMB
SIN,DAC
LHE,BAH
DKR,ACC
ATL,AGS
XSC,PLS
AMS,LIS
MBJ,YHZ
PBG,FLL
CAN,HET
LAS,BHM
ATL,CLE
BRU,AYT
BKK,HKG
BOS,IAH
GIB,BHX
HND,HNL
CNS,WEI
PMI,MAH
AAE,CDG
BIA,HAM
HND,MMB
AMS,LHR
DFW,GPT
GMP,KIX
BHQ,SYD
UUS,KHV
BCN,IBZ
PMW,BSB
MSY,DEN
TXL,BEG
PHL,LAS
SHJ,TIF
AYT,FDH
THR,KHD
LAS,LGW
CTU,SYX
ACE,STN
HKG,BKK
HND,TOY
SLC,DCA
NNG,XIY
TBU,AKL
PVD,MCO
LJG,KMG
INN,VIE
OUA,LFW
LHR,TXL
LHR,IAD
MRS,MXP
LIS,BUD
POA,XAP
DME,PES
NRT,BKK
PUF,MRS
TBZ,IST
SAV,EWR
HAJ,HER
NRT,DEL
GUA,FRS
ZAT,KMG
BLQ,SUF
TAO,DLC
SUX,ORD
HSG,PVG
IST,MUC
SKT,SHJ
DUB,CPH
AUH,MCT
BVA,CLJ
ATL,TUL
BTH,CGK
SIN,BKI
MED,DXB
SYD,BNK
SEA,SMF
CGN,TXL
CMN,LGW
CEE,LED
LGW,GIB
TJA,LPB
BZL,DAC
GEA,KNQ
CUN,MTY
VCE,HAJ
PEN,DMK
ICN,SFO
XMN,HKG
EZS,SAW
BNE,CNS
DUS,FUE
XUZ,INC
BOB,RFP
EDI,HAM
DBV,BHX
PVG,CGQ
TRI,SFB
YFB,YUX
FRA,EWR
USM,SIN
WUH,CGQ
KHV,GDX
RAB,POM
SAL,MGA
JED,FRA
ATH,FRA
KMG,PVG
CTU,WUH
ACE,FUE
ZRH,CTA
BKK,HEL
HET,DLC
CDG,BSL
FRA,ATL
DAV,PAC
MMX,BMA
MCO,BNA
CLT,MSP
KRT,ASM
JNG,CAN
ADQ,AKK
HAM,ADB
PHX,DFW
PSA,TIA
BDL,MDW
STL,SEA
JNB,ELS
HUI,SGN
BEG,SPU
CPH,EDI
BLQ,FCO
HAM,BGO
IMF,IXS
BRU,ABJ
FRA,LCA
CFS,MEL
ORY,PMI
LGW,OPO
TXN,TPE
DEN,LAX
DLC,NRT
SIN,BLR
CAN,ICN
MAO,STM
SVO,VNO
LHW,CGO
KIV,VRN
ATL,PHL
BCN,ARN
MRU,SEZ
GRR,ATL
DAX,PEK
DFW,ACT
SVQ,LIS
TSE,ALA
BRE,TSF
SYX,HGH
FCO,GVA
LPA,LBA
PHX,DTW
CDG,CPH
XIY,TNA
BTH,SZB
JHG,KMG
PHL,DFW
BKK,MCT
CLT,SJU
BEG,MMX
ATL,IAD
LAX,OGG
PHL,MHT
PMI,FKB
BJL,DKR
BRU,AOE
BAQ,CLO
PIT,ORD
JAX,MDW
WUH,LYG
CPH,VCE
SKG,DUS
SZX,HGH
LIS,AGP
MDE,UIO
ICN,CGK
ORD,LAX
ABE,ATL
STR,AGP
NGO,BKK
PBI,LAX
HGH,LHW
CPT,JNB
XIY,DYG
KUN,PFO
IST,URC
DUB,YYZ
HRI,CMB
LJG,CTU
DEL,DXB
SFO,LGB
UPG,SUB
KNH,RMQ
BVA,BZR
FIH,BZV
STN,SNN
SJJ,CPH
BME,SYD
BOG,GRU
EVN,ROV
JHG,KMG
HRB,TAO
ATL,FSM
GRX,BCN
STT,EIS
BKK,LPQ
USH,AEP
NYO,WMI
BOG,PUU
LBD,URC
VEE,FYU
MSY,MDW
ODO,IKT
IXB,DEL
ENE,LBJ
MAD,GRX
PDX,MDW
MEL,BKK
BPN,BDJ
SVQ,BCN
FCO,MXP
RAR,SYD
WNZ,TNA
SAF,DFW
MDW,OMA
LHR,AGP
PDX,SJC
XRY,HAM
YUL,ORD
DCA,IND
OLC,TFF
PRG,MSQ
QSF,LYS
PVG,TGO
AMM,FCO
AMS,DMM
GIG,BSB
AGP,BGY
LIS,LUX
URC,CGO
FRA,KRK
PHL,FLL
DCA,CAK
BDL,YUL
CZX,SZX
SSA,MCZ
EIS,SJU
LPA,CDG
EIN,FAO
ALC,LGW
EZS,ESB
SZX,TSN
MAN,GOT
LGW,ACE
MIA,YUL
GRU,CWB
TPE,INC
EOH,BOG
RDU,HOU
CFS,SYD
DXB,IKA
AGP,CPH
LAX,LHR
SAL,LIM
ATL,IAH
SVX,RTW
BUD,IST
MAD,LCY
PVG,TOY
ATH,HEL
TPE,KMQ
FRA,ICN
TXL,LUX
YZV,YYY
YVR,NRT
VIE,MSQ
IXB,CCU
ORY,TXL
ATH,PRG
BGY,WAW
ATL,SAN
LYS,TLS
MAR,AUA
SZB,USM
NVT,GIG
TFS,SXF
PTU,BET
SHA,LZH
YHZ,YYT
DBV,MUC
BOD,TUN
MIG,KMG
PBC,MTY
DBV,VCE
LAX,MKE
CMN,LYS
SYD,DRW
BHX,ADB
ALS,DEN
PDX,BOS
MCO,SAL
MCO,SJU
SHE,SZX
LYA,BHY
YRG,YYR
CGN,KGS
SFO,LHR
MIA,BDL
OPS,CGB
MAN,EWR
SFO,PHX
XIL,HET
FLL,NAS
BOS,PLS
KMG,HGH
YUL,LIS
MAA,BOM
VIE,TXL
UIH,HAN
CGR,CGH
CMN,FNA
MSQ,KGD
HKG,SIN
HKG,XIY
DUB,BUD
MUC,FNC
BDS,GRO
HAN,PXU
NRT,TAO
DAC,SIN
AMD,AUH
YUL,CLT
RIX,JFK
BGY,SOF
LPA,LUX
BDO,SIN
AMD,DEL
STN,FKB
GEV,ARN
CNF,AEP
BNE,HNL
DEL,AMD
LCY,BVE
ADD,DEL
ORD,MSY
MAA,RUN
OTZ,OME
ALG,NIM
TXL,FNC
PMI,LGW
CKG,NAY
BGO,BOO
TPA,MDW
DYU,DXB
DUB,MAD
STT,JFK
BWA,KTM
MJV,OSL
KRR,TAS
LGW,KEF
ERM,JCB
SVO,BCN
MUC,PEK
SXM,DOM
SLH,SON
RHO,MAN
YSJ,YHZ
NGB,CGQ
SUB,DPS
ARN,PUY
IXJ,SXR
HAM,TLS
SAH,ADE
LCA,MLA
MSP,PHL
HKG,XMN
JNB,BOM
AUH,SYD
PMI,TLS
CPO,SCL
LAX,SJC
SFB,TRI
ILM,PHL
YKS,ULK
CMN,ALG
JFK,BCN
LPA,SVQ
AGP,DTM
MEM,AUS
CDG,KRK
STL,BRL
OTZ,BKC
KWE,SWA
CTU,HGH
LTN,LJU
KHG,URC
UYN,TSN
DUS,BUD
LGW,FCO
BOS,MCO
LCG,LHR
BCN,RGS
HLD,HET
POM,HIR
NNG,PEK
CLT,CDG
LGW,OLB
COR,EZE
BTI,FYU
CAN,DLC
MRS,IBZ
RIX,TRD
TUS,LAX
XIY,TNA
CAN,CTU
ERN,TFF
WAW,OSL
LIM,AQP
LGA,TYS
LGA,YYZ
