source_airport,destination_airport
DMM,CAI
EVN,VIE
TRE,GLA
STN,MJV
KWI,AMS
GEL,RIA
TDD,RIB
MBJ,ATL
TIV,DME
YYZ,LIS
LIN,CTA
WDH,ACC
ORD,CVG
MFM,MNL
DLC,HGH
URC,LHW
HNL,NRT
ACE,BLQ
IAH,JAN
OLB,BRN
CMH,TPA
ORY,NCE
KUL,BLR
TLH,DCA
LHE,AUH
PIT,DCA
MSQ,LGW
KCH,KUL
FLN,GIG
MAN,TFS
GIG,CGH
HKG,CEB
OKA,FUK
BAH,DXB
BWI,ATL
UDI,UBA
YAX,YTL
NKG,CTU
KOC,BMY
CAC,CWB
SAW,TBS
SHV,ATL
GMP,RSU
CCU,DIB
KHV,KJA
LBA,BJV
ULN,COQ
BKK,CKG
YOW,YYZ
AUH,NRT
HER,RIX
FRA,BVC
TER,PIX
PER,GET
BHX,SSH
HKG,SIN
DFW,LHR
STN,FAO
IKT,BKK
FIH,LBV
FIH,NBO
MEL,ADL
YRT,YCS
DFW,TPA
MDC,SUB
DUS,HAM
BTH,CGK
AGS,CLT
BRU,ABJ
KHN,CTU
COK,BLR
VIE,LIN
MAB,BSB
AMM,SHJ
AHB,CAI
PEK,FOC
SHJ,HOF
NUE,ZQW
PBM,POS
MEX,MAD
LWO,VLC
KIX,DLC
OMA,DCA
MLB,CLT
ZYI,CTU
KRT,JED
CMB,KWI
LIH,HNL
BKK,RGN
NKM,GAJ
YOW,IAD
BLL,AMS
DJE,TUN
SVO,LCA
OME,OTZ
BCN,VIE
XMN,NKG
BTV,PHL
YYC,SFO
MLE,MAA
MBJ,FLL
GUW,VKO
LAX,STL
HEL,FRA
ZRH,NCE
TFS,CDG
LUX,IST
JFK,TXL
BKK,SIN
SEA,IAH
CGO,KWL
CUN,CLT
ORD,VIE
KRS,TRD
HGH,KWL
JFK,FRA
HFE,KWE
STL,DAL
NCE,OSL
ATL,TUS
YYZ,KIN
ARN,TXL
JQE,PAC
HAM,CPH
LTN,OTP
RNO,ORD
BSB,FOR
AMS,YYC
LAX,ATL
PVG,INC
BNA,AHN
SJW,BAV
LGB,PDX
ATL,ROC
ABE,CLT
SVG,BGO
ATL,EWR
BCN,STN
TNA,HET
NDY,KOI
MKE,DCA
LHR,WAW
UPG,TIM
CTA,MLA
YYZ,ORD
ATL,SLC
DME,FKB
BOG,CUN
CGK,UPG
CAN,CZX
SFO,SNA
ACE,LGW
MAA,COK
FCO,ATL
BAV,SJW
DUS,RMF
NLD,MEX
BEY,CDG
DFW,LAW
PMR,HLZ
BOG,ADZ
MAF,LAS
TAC,CEB
DCA,YUL
CMN,RUH
IST,ORN
FRA,PRG
SUB,KUL
CGR,GRU
MDT,ATL
LIS,ZRH
MXH,HGU
SFN,AEP
XMN,CGO
PRG,DUS
AMM,ADE
FCO,TXL
FEZ,CRL
ICN,ROR
JTC,MII
BKK,DPS
DEL,DIB
ADB,DUS
JFK,SJO
BNE,SYD
CGN,MUC
YNT,CAN
DXB,BAH
SAT,MSP
YYC,AMS
BHJ,BOM
LHR,ARN
CAI,ZRH
GMR,PPT
DCA,ISP
SJC,PDX
GVA,YUL
NAP,VCE
SXM,DOM
SJO,ORD
NPE,CHC
MLA,VIE
MEL,CBR
MIA,DFW
BRU,BMA
HZH,KWE
NUE,CDG
UBJ,HND
GYD,FCO
LCY,FRA
BKK,DEL
STX,SJU
PAZ,MEX
JFK,CDG
DEN,HSV
HRB,HEK
LGA,ORF
AGP,ARN
SLC,ATL
SAL,IAD
MYY,LKH
BCN,MAD
HGH,DLC
SLA,MDZ
CTA,TSF
KTW,NAP
MDT,ATL
BJL,BCN
DEN,AMA
SJO,LAX
SYD,LAX
SCL,MIA
CTU,PVG
NAJ,KVD
PDX,RNO
BRU,GOT
VVI,MAD
HAM,FRA
SXF,MXP
DTW,MSY
UIO,MEC
YQF,YYC
URC,CGO
IXU,BOM
MLA,MUC
MSP,LSE
UTH,DMK
NGB,KMG
ICN,MYJ
SXB,AMS
TLS,ORN
SYM,KMG
DXB,JED
FRA,MEX
FLL,ELH
CSX,PEK
NCE,PRG
AUS,LAX
CLT,CAE
SOU,GCI
SEA,FAI
AUH,MCT
HGH,MFM
PVG,KMG
YWG,DEN
FLL,SFO
TSN,SYX
RGN,BKK
SHA,CTU
ARN,MAD
DCA,BHM
XUZ,SHE
HRB,YNT
GRO,TPS
YHZ,BOS
XMN,AMS
CKG,HDG
FRA,ALA
NNG,CSX
RSW,ATL
FKQ,SOQ
GLA,CWL
IND,CLE
ACE,LGW
UYN,CGO
BLL,FRA
YYC,YQR
TAO,TSN
MAO,TBT
PRG,HER
MIA,FRA
AMS,TNG
ABV,SSG
JED,HAS
BOM,MCT
FLL,CLT
KLV,SVO
CYS,DEN
SFB,SBN
SVG,NCL
PEK,CDG
STL,MIA
MIA,MCO
TAO,DLC
BOM,GOI
NCE,BRU
SHE,MDG
ATH,EDI
BGO,ALC
STN,XRY
MKE,SEA
DEN,SHR
EWR,MSP
LIS,CMN
HIN,CJU
BSB,GRU
TXL,MUC
MAF,DAL
ICN,PNH
IAH,CDG
VPS,DFW
BPN,PLW
TAS,SVO
NGO,KMJ
PMW,GYN
MUC,NAP
CGO,SZX
CTU,CAN
GAU,IXA
PEK,LXA
MSP,RST
WIL,LKG
IQN,XIY
KIX,SHE
CAN,CKG
TSA,XMN
MUC,SKG
UET,KHI
FRA,PDL
TSA,FOC
DCA,JFK
BNE,LAX
SHA,WUH
KHN,NNG
MIA,MEX
KUL,DEL
SFO,CDG
ICN,TNA
BRU,RIX
SKB,SJU
PUJ,PTY
OSS,KUF
POM,GKA
JED,ADD
RHO,SXF
OKC,DFW
WRO,CDG
TSN,YCU
ORD,GSP
HUN,TSA
ORD,FWA
CGO,URC
KLO,SIN
ORD,MSY
HRB,SZX
SFO,MOD
BJL,OXB
BLQ,ALC
MFM,HGH
EBL,VIE
COU,DFW
TPS,CUF
DUS,EXT
DEN,SFO
TIJ,CUL
NTE,CDG
HER,GRZ
EWR,ALB
PEK,NDG
SYZ,TBZ
VLC,OVD
GRX,LCY
BKI,ICN
FRA,KUL
LAX,GDL
BKK,HKT
JIK,LXS
NGB,XIY
SVX,EVN
IAD,SAT
BGY,KTW
DUS,MAN
KOJ,PVG
ZUH,PVG
CCV,LNB
KGS,LEJ
CTA,ARN
FUE,BCN
PDL,ARN
IST,NSI
KHI,ISB
ICN,KMQ
SYD,PPP
VIE,LUX
CGH,BSB
IAD,BRU
JFK,MSY
BEW,JNB
JSY,ATH
ATL,SFO
HOG,YUL
ISA,JCK
BLI,LAX
MNL,OZC
ATL,BQK
CTS,KIX
PBD,BOM
VCP,LIS
PEK,XIY
PSA,MAN
GRU,RAO
MSP,DEN
SKG,ATH
SVA,GAM
YYZ,YQB
OSL,PMI
VAI,POM
ACE,NCL
ZRH,SKP
BOM,HKG
HGH,RMQ
MCT,MAA
MUC,BOM
TLL,TRD
SUB,UPG
BKK,KUL
LHW,TSN
FLL,LAS
NKG,FOC
IAD,FLL
HFE,CAN
SFO,SAT
FAO,SOU
SZX,LYI
ABJ,OUA
AKL,KAT
OTZ,IAN
JTR,ATH
EWR,TXL
BHX,FUE
LYA,PEK
HKT,BKK
BMU,DPS
ADD,EBB
JNU,KTN
LAX,SLC
ZNZ,ADD
CDG,YYZ
ICN,CEB
MNL,NRT
KTM,BKK
SOQ,FKQ
PGF,NTE
BKK,CDG
CGN,STN
NNG,SHA
TPA,PHX
NDG,TAO
IAD,ATL
CUU,TRC
DFW,ABI
SAH,NBO
LIM,YYZ
WIL,MRE
ZAG,BCN
FNC,LGW
FLL,POS
OVB,UUD
CUN,LGW
MLA,SVO
TIJ,PBC
STN,SDR
HET,WUH
NRT,ICN
VIE,IKA
TIA,ATH
AMS,RAK
URC,HMI
ORD,MHT
DEN,PHX
CAN,JJN
IKA,SHJ
SWA,SHA
CCU,GAU
YQZ,YVR
LJU,TIA
LHR,ZRH
DUB,BRI
SIN,JNB
FRA,AUH
LIN,FCO
DRW,BNE
ELP,LAX
YVR,ORD
BOS,NRT
MUC,MRS
LEC,SSA
YXP,YVM
UAS,NYK
TAO,CSX
PMI,BLK
ATH,CGN
ZTH,MUC
LTN,RAK
EIN,PSA
LHR,EDI
PMI,CGN
FRU,ALA
RLK,HET
FSC,NCE
MNL,TPE
MLN,LEI
OPO,YYZ
RDM,PDX
WEF,PEK
TRV,DXB
PPT,MOZ
PHX,ELP
CEE,VKO
MFM,DAD
GNY,IST
USM,BKK
LFW,ACC
KBP,LED
ATL,AVL
OPO,LYS
ASR,AMS
VVO,KHV
FWA,AZA
DTW,LGA
YIN,URC
BAH,LHR
YCU,HGH
ANC,BET
MNL,CBO
BGO,JFK
AMS,SUF
VIE,MXP
RAS,THR
SJO,FON
LAX,SJD
TIP,CMN
PMI,BHX
BCN,BJZ
MFM,KUL
CLT,SYR
SHA,KMG
DFW,SLP
ORD,ATL
KRL,HMI
LHR,JTR
OUA,ABJ
CLT,SJO
DEL,LHR
BHX,KRK
VLN,PMV
MNL,SIN
ALG,MXP
RUH,HOF
YYB,YYZ
DME,KVD
BOH,PSA
KHI,IST
CAN,PEK
ORD,GRU
FLL,IND
LAX,BNA
HEL,VIE
LGW,ZAG
LJG,WUH
SJT,DFW
XIY,PVG
AAE,LYS
ICN,TAO
BNA,PHL
ZRH,MUC
STR,BUD
DEN,CVG
RMI,DME
ORY,JFK
KRR,SCO
SAW,BJV
MIA,PTY
ATL,SAV
NNG,BKK
FRU,DME
MDK,FIH
LCA,SVO
CLT,PHL
MXP,PVG
CDG,ABZ
SHJ,DAC
AMM,ORD
AUA,BON
HGH,HRB
TPE,NGO
LAS,ATL
VNO,CRL
BCN,BUD
IST,GOT
XMN,TSN
DEN,EGE
PNH,BKK
ATL,GDL
KSU,BGO
BUD,SXF
ROS,AEP
YTZ,YSB
PHX,MDW
ATL,FNT
SOU,ORY
SJP,RAO
KSH,IST
AUS,CLT
SIN,CMB
FMM,SKP
PPT,RAR
OKJ,TPE
AGP,FCO
DEN,YWG
CYS,WRL
SXB,MPL
MKY,MEL
KSC,BTS
RAO,GRU
UIO,LIM
TLS,RAK
TLV,CGN
NCE,AMS
FRA,SAW
SJJ,CGN
BEL,MAB
DTW,DCA
YUT,YRT
SFJ,JEG
BSB,MAB
SAN,DFW
CDG,BZV
CMN,TXL
XMN,CIH
SUV,NAN
RMQ,SGN
TLS,ALG
SSJ,BOO
GVA,EWR
WNZ,FUG
YVR,PHX
YYC,YKF
SCL,LIM
TPA,JFK
AMS,PBM
JFK,SFO
ALB,ATL
KJA,GYD
CDG,JFK
LAS,MSP
BHX,BVC
AGP,HEL
AUA,MIA
BRS,PFO
DFW,LAS
KAN,NDJ
CAN,NBO
EZE,GIG
SHE,CTU
CAN,HGH
BDJ,BPN
LTN,GIB
MHD,LHE
MKK,HNL
HGH,KMG
TPE,SGN
CPT,PLZ
HGU,TBG
KUL,KTM
HDS,CPT
MAN,GDN
RHO,LGW
MUC,BRU
HKG,KMG
LGW,KIN
SUB,CGK
SIN,KUL
UIO,HAV
CLV,CGH
IAH,MEX
SKE,BGO
TXL,VIE
EMA,SXF
SEA,DEN
PMI,INN
DAX,KMG
HNL,OGG
YEG,YHY
ABZ,NWI
BVB,MAO
BKK,CCU
MDG,PEK
HER,GLA
FAO,BHD
CGO,XMN
LAS,CPR
CTU,TPE
OTP,KIV
ADD,KGL
WIL,LAU
ABJ,LFW
FRA,ATL
SNA,DFW
JED,SLL
PSA,TRF
ULK,YKS
DLC,XIY
LHR,SEA
SAW,HAJ
JED,HOF
CGY,MNL
LED,DYU
TPP,PCL
DUS,LEJ
YUL,BRU
BJM,NBO
PVG,WNZ
WNZ,XIY
ACE,BIO
LAD,SSY
ICN,TPE
UPG,JOG
HKG,DPS
IST,AQJ
ORD,AZO
HEL,VNO
LHR,ORD
MCO,YHZ
LCY,ANR
WNZ,CTU
MAA,TRZ
SZX,XIY
PHX,FLL
PMI,STN
HOU,TPA
SCW,NNM
SLY,OVB
YXY,YLW
URC,CGO
NAO,XIY
CMH,ORD
KWI,HBE
FRA,YOW
VFA,WDH
AJA,BSL
BEJ,BPN
MEL,DPS
MHD,KWI
PEK,CNX
BAH,JED
ACE,LGW
TFS,STR
LHR,EWR
CLJ,OTP
PTY,DFW
HAM,FUE
NDR,MRS
AMD,KUL
IAD,DUB
KRK,GRO
AMS,CAI
HEL,KBP
TPA,CAK
GRU,BEL
WIL,ASV
DKR,MAD
JHG,TCZ
JNB,BFN
BRU,BOJ
NKG,SZX
SAW,CGN
FAI,GAL
MEX,MTT
BFS,MAN
KBP,LIS
BNA,MKL
BNE,MEL
DLC,TPE
HPH,SGN
CUN,BOS
LEJ,AGA
CAE,ORD
LAS,MSP
ORD,YVR
WUH,SZX
GGT,NAS
STR,CTA
LBL,DDC
LAP,GDL
CLT,SAN
KYA,IST
MKE,DEN
TRD,TLL
YUL,GVA
TWB,CTL
YQL,YYC
DZA,HAH
SWA,KWL
LPB,VVI
UUS,ICN
HKN,LAE
DME,NRT
TLV,ICN
IST,MRS
CZX,CTU
ARN,LHR
KUH,HND
MYT,MDL
MSY,MEM
TSE,VKO
BCN,MSQ
SVX,OVS
NYO,PMI
WRG,KTN
JFK,DEN
HRB,NGB
ABQ,LAX
GCM,LCE
KUL,HAN
HAN,REP
LAX,IAD
NRT,XMN
CTS,ITM
MAD,LGW
NUE,AYT
DLU,KWE
DEN,FRA
UDI,GYN
SFO,MEX
CKG,KWL
TXL,NAP
MAN,DUB
ATL,MKE
MDW,LIT
BLQ,BDS
PRG,SXB
HKG,TPE
CCU,GAU
EGC,SOU
CUN,CVG
KGS,JKL
SFO,NRT
BOS,IAH
LGA,MCI
KHV,IKT
BCN,RNS
HRB,HET
MIA,GGT
DAY,EWR
BCN,PMO
GDX,YKS
VCP,LDB
HOU,DAL
TXL,FCO
AMS,PRG
ANU,CLT
IST,CDG
SIN,MAA
AJA,LGG
LYI,HGH
WUH,TSN
MHT,DCA
DEL,JDH
URC,HMI
STL,DEN
PVG,MFM
VKO,SEZ
DME,OVB
LLF,KMG
MAA,SHJ
ABQ,DEN
SVA,OME
WUH,ICN
LIM,PIU
CGH,FLN
BIA,LYS
DEN,TPA
PUW,LWS
BOS,YYZ
MKE,ATL
BCN,KBP
LTN,AHO
SJO,PJM
AKL,LAX
HET,PVG
NKM,KCZ
FCO,OSL
SVX,KBP
BGO,KSU
CAI,KWI
GRU,CCS
BKK,BOM
EGC,EXT
MCO,LAS
STN,FUE
HRB,YNT
IAH,TPA
SLC,BNA
CAN,ADD
TUS,LAX
CTU,XNN
BNE,NTL
MYR,CLT
PHL,PIT
HEL,BCN
SZB,SIN
PAZ,REX
POS,CUR
ZTH,BRU
LAX,CMH
GYN,CNF
RIX,TFS
EDI,CRL
SYD,AVV
CGO,HFE
ZRH,NRT
BRU,ORD
PUJ,YUL
SIN,JNB
ITH,PHL
YFB,YXP
GRU,LFW
FAO,SNN
PQQ,BNE
HAH,JIB
SOQ,MKW
MRS,IST
ALG,TIP
CAN,TNA
DFW,FSD
EIN,LIS
MUC,BDS
IDA,LAS
DEL,KTM
CVG,YYZ
PUS,NRT
DGO,MEX
MAD,JFK
MRS,CRL
BSB,JPA
RJK,STR
TXN,XMN
ANF,CJC
PDX,LAS
ANU,PUJ
PFO,KRR
CGK,SIN
AUH,KRT
OOL,SIN
ZAG,TXL
PSA,STN
GVA,MUC
PRG,AMS
ZRH,SIN
MAN,LAS
HYN,PEK
LOP,SUB
ORD,JAX
BRS,ACE
STR,SKG
PHL,BUF
GUM,HNL
KRK,WAW
CIF,TSN
KWE,HAK
DJJ,MKW
IST,TLS
PUJ,BOS
TAO,WUX
ALC,CWL
RIC,BOS
ABD,THR
KMG,TYN
EDI,NWI
POZ,DUB
DEN,HDN
MSY,ORD
LAS,BNA
BRU,MXP
BCN,FRA
AMD,MAA
DPS,HKG
BOG,EYP
AMS,EZE
TRN,IAS
TPE,SIN
GOA,OLB
IFN,BND
CHS,JFK
SIN,PEK
CLT,FAY
MFM,KIX
TUC,AEP
MEX,SLP
CGK,LOP
ATL,PHL
MAD,LIS
CMN,TFN
FRA,SHE
LBA,DLM
SJW,SHE
JAN,IAH
MMK,LED
AMS,DFW
AUH,PEW
LAX,LAS
GDL,HMO
CGO,TSN
DCA,LAS
DAC,ZYL
FEG,TAS
NQY,LGW
PBI,PHL
MVD,PTY
HAS,SHJ
MAA,COK
PRG,SPU
EWR,TLV
GRZ,PMI
WRO,SNN
YOW,YEG
SID,VXE
CZX,SHE
BRM,CUR
ACE,STR
PUS,CJU
TAO,PUS
NRT,MEX
BRE,TLS
CKG,JZH
BOD,LYS
TXL,SCN
MRV,EVN
CDG,EDI
ORD,SNA
TIP,CAI
XIY,CTU
BRS,GRO
MUC,MAN
STT,MIA
HAN,SGN
MPL,ORY
KHN,NKG
ESB,VKO
ATL,GTR
LAS,SEA
SXM,IAD
CLT,MDW
BTH,JOG
LGW,MAD
GET,PER
LWO,VIE
GVA,ATH
SFG,PTP
NCL,FAO
CIH,WUH
ATL,IAH
BSL,SAW
XIY,CSX
ACE,BCN
LHR,BWI
AWZ,TBZ
CGP,DWC
MSP,YYZ
CAN,SYX
BSL,BRU
CGN,HER
GUA,EWR
ATL,SAN
DOU,CGR
KUL,COK
MUC,YUL
AUH,BGW
SEA,BOS
GYN,RAO
GMP,SHA
MAD,TLV
PKU,CGK
SLC,LWS
PMI,PIK
SAW,ESB
CNS,NRT
DUS,LUX
BKK,CMB
BKK,KUL
ZIH,PHX
BRS,LIG
GRU,MUC
BVC,BHX
DFW,ATL
POS,MIA
CAI,AHB
SZX,ICN
CNX,BKK
XRY,HAM
TUS,DEN
NTE,ADB
AHO,NYO
HEL,LED
MCT,AMD
TSA,PVG
NUX,SVO
HAM,MAD
ATL,MCO
BME,KNX
DUS,CUN
BLL,STN
SVO,TLV
PMO,SVO
ABD,MHD
KUN,PFO
ATL,LGA
ADB,GZT
MEX,MTY
SJU,NEV
DEL,DMM
KHN,HKG
SAN,MCI
UFA,LBD
PDX,ORD
DKR,ORY
LJA,FIH
STL,ATL
HAN,REP
HSN,JJN
MCO,IAH
HGH,SZX
CNF,MOC
TIA,ATH
HEL,ARN
ORY,OPO
EDI,ALC
DEL,DED
MIA,GCM
YYZ,RSW
DFW,SJO
UIO,MAD
DLC,CGO
SLC,BOI
KHI,PEW
BTV,ATL
FRA,GDN
RIX,OSL
SXF,AMS
NGO,BKK
YKG,YPJ
OSS,FRU
KGS,MAN
PUY,DME
DFW,SAV
JFK,SCL
FLL,MGA
IXJ,SXR
LLW,JNB
GVA,OTP
MCT,CMB
VIE,MUC
DCA,TLH
EVN,SVO
HTI,SYD
HNL,DFW
CUN,DUS
MAD,BCN
SAN,BWI
PUJ,DTW
EWR,YUL
BFI,CLM
FLL,SDQ
AGP,EIN
SUF,HHN
DLH,LAS
CGR,GIG
RUH,HBE
LHR,MAN
ATL,FRA
CAI,DAR
CUU,TIJ
YGP,YGR
ESB,TEQ
LAX,MAD
ATH,RHO
DPL,MNL
ORY,ALC
FWA,MYR
WUH,XFN
IAD,BOG
YUL,IAH
DME,GYD
PVG,CGO
VLC,OVD
CSX,XMN
MIA,ELH
THR,KIH
KUF,EVN
DWC,KWI
WUH,TYN
MZR,KBL
CHS,ATL
TIV,LGW
ATL,BDL
AQP,LIM
BLQ,EIN
JED,BAH
DLA,DKR
DVO,BCD
TXL,NTE
LIL,CFU
ABD,THR
KWE,LJG
VEE,FYU
CNX,UTH
PDL,PIX
OPO,LIS
YLW,LAX
KTG,PKN
NRT,TPE
YXE,DEN
ATL,PDX
FOC,TYN
MUC,HKG
LHW,SHA
LHW,SJW
VCE,RIX
LIS,AGP
CAN,HAK
HKB,FAI
VLC,BRU
NKG,MIG
RAK,LTN
CBQ,ABV
ZRH,DUB
JED,LHE
DTM,PMI
ECN,HTY
HHN,IBZ
BGI,MIA
BOD,TUN
CPT,DUR
DUB,DUS
SVO,TJM
CRL,MAN
GVA,ATH
LIS,TLS
EVV,ORD
NRT,DFW
CAN,DAD
PHL,MCO
MBS,ORD
NGO,KMI
NBO,ZNZ
XIY,KWL
CTA,MRS
FCO,TXL
LED,AMS
BOS,DUB
DME,MSQ
LNK,MSP
ABZ,LHR
ODS,IST
ATL,LEX
MCY,SYD
SJW,CGQ
CAN,BKK
KIH,AWZ
YWG,YOW
MDW,DSM
MAN,BZR
LNB,VLI
DUS,MAD
NKG,XIY
SAT,PHX
BCN,SIN
TXL,KBP
CCU,GAU
LPA,ORY
ANF,SCL
TLL,SVO
IST,AAL
HNL,SEA
ADD,KRT
BES,LCY
TRC,GDL
JAN,DCA
CSX,DYG
YTS,YYU
SKB,NAS
CMB,COK
EBB,JRO
PIT,PHX
MXP,SAW
SJO,TNO
PRG,BRS
HGH,PUS
YVR,SFO
WDH,LAD
NCL,PMI
MSY,LAS
SAN,SFO
AMM,HOD
NTE,LIL
TJM,EVN
CTU,AKU
DAY,BWI
LXA,CTU
HEL,MSQ
CMN,BEY
ATL,XNA
KWL,PVG
CSX,JJN
LGA,DEN
SAT,ATL
AKJ,TPE
BAY,OTP
AYT,ROV
CHC,WLG
POI,LPB
BLR,DEL
RUH,DAC
SEA,AMS
SAH,RUH
MNL,KUL
TIP,TUN
TLS,SXB
AKL,ADL
DUB,BRU
NBO,MBA
DEN,ONT
HAK,KMG
AUH,MLE
TPE,HIJ
PMO,PNL
BNE,ZQN
TSR,DTM
ORY,PTP
HEH,MDL
TFS,CGN
SDJ,PVG
DAX,PEK
LAD,OPO
ISB,RUH
AUS,ORD
ICN,FRA
YVR,LHR
PVG,PEK
MRU,ZSE
TIA,MXP
JFK,FCO
KHN,HRB
EYK,VKO
HLN,SEA
ZRH,MAD
ATL,CUN
NEV,STT
LPA,ORK
SYX,KMG
RPR,BOM
ICN,VIE
TSN,DLC
ZUH,KMG
IAD,TYS
XUZ,SHA
CTU,HGH
TSV,ISA
GDL,MTY
ATH,CHQ
CJJ,PEK
SZX,NNG
HYN,SZX
KBL,MZR
MRS,BIA
AJA,ORY
THR,GBT
TPE,NNG
CTA,BLQ
CUN,TRC
SPU,TXL
PEK,HAK
OSS,CEK
TUS,ORD
IPI,BOG
KOK,HEL
BSB,JDO
RGN,THL
PNS,DFW
CGH,PPB
LGA,DTW
BGO,LGW
SUB,MDC
JED,LAX
OSS,IKT
RNS,BCN
PVG,DLC
TUS,SFO
PRN,TXL
NGB,CJU
TSE,ALA
STR,ACE
HRG,LGW
ROA,PHL
KMG,CGO
UMD,JQA
OSS,SGC
CDG,FLR
PRG,VCE
MYR,ABE
OGG,PHX
LOS,FNA
ZUH,NNG
CKG,XNN
ORD,CMH
GRZ,PMI
IST,ROV
AKL,SFO
URC,XIY
BOM,DAC
SLC,SNA
FLL,MDE
INC,HGH
MXP,RIX
KMG,NKG
SFO,FLL
DLA,BRU
INC,KMG
KRK,LPL
RUH,AHB
OTP,AMM
KUL,MEL
ZAG,LGW
BRI,FKB
YWK,ZUM
LHR,EBB
DAR,KGL
PVG,MEL
UIO,MIA
PMI,SZG
JFK,SJC
CPH,ARN
GDN,STN
EDI,ALC
SVG,FRA
SEA,IAH
SJU,EIS
PHL,PBI
HAM,LHR
ATL,OKC
EDI,CDG
HKG,MUC
MDW,MCO
HKG,MEL
DSN,TYN
CAN,KWE
SZX,XMN
STL,CLT
KUL,BWN
PIT,DEN
SSA,AJU
SZX,NGB
ZHA,CTU
DCA,FLL
YYZ,SJO
BQS,KHV
NRN,AHO
KRR,EVN
PEW,SHJ
CGK,SRG
BWN,BKK
TBS,GYD
NKG,XMN
YNJ,TAO
SZX,KHN
WAW,TLV
LCA,KBP
ATL,DHN
SZX,DLC
CTU,HKG
MEL,ZQN
HGH,FUG
DUS,FCO
CTA,TRN
HND,HAC
LIL,RAK
AKN,ANC
BCN,YYZ
IST,KIV
MEL,KUL
LGW,CMN
HIR,VLI
CDG,SFO
MGM,CLT
NUX,DME
SHA,LHW
NAP,FCO
EVN,MSQ
YUL,MBJ
ATL,SEA
SLC,SJC
IST,KBP
DJE,ORY
BAH,KWI
TAO,ICN
PDL,YYZ
PSP,SFO
VNS,DEL
LHR,BGO
HGA,BBO
FOR,MAO
CGQ,SZX
BPS,SSA
DTW,PHX
HKG,CTU
LAX,YYC
GVA,CMN
PVG,YCU
MUC,PMO
DTW,OKC
BWI,PHX
RAK,BOD
LGW,BCN
IAD,SEA
SVO,KGD
MXP,LHR
JFK,STI
BOJ,LTN
SAW,BUD
DUR,CPT
IAH,MCO
RIX,BCN
ATL,DUS
CGO,PEK
CAI,ASW
WMI,PSA
LHR,EWR
GYN,BSB
PEK,NRT
ARN,EDI
SAL,MAD
BGI,SLU
DSM,MSP
DOM,PTP
PIT,ORD
BWN,SUB
KZN,FRU
REC,SSA
DME,SKD
CFU,MAN
BRU,YYZ
PEK,WNZ
ALG,FCO
SJU,FDF
DXB,MCT
AYT,FRA
MLA,LHR
VIE,BRE
DME,GOA
SYX,ZYI
MAD,EDI
TLS,AGP
OSL,ALC
TAO,KHN
STN,KIV
SJC,SNA
SYD,CFS
KMG,XIY
COO,ABJ
HNL,OGG
MAD,GRU
MPL,LIL
HAM,LED
MXX,EVG
MAN,KGS
GYD,ESB
DTW,CUN
PHX,CMH
ATL,ATW
MAD,LPA
HND,SEA
CIA,WRO
PVH,CGB
MEL,HKG
GTE,GOV
TLV,IAS
LGA,DEN
SEZ,MRU
ATL,HOU
ARN,BEG
SZB,KBR
BEL,BVS
CDG,SAW
BGY,IEV
PMI,ORK
TNA,FOC
PUS,BKK
AEP,COR
MVD,EZE
MVY,EWB
ACE,NRN
CMN,BCN
CPH,PRG
DUB,OSL
LAX,YUM
MUW,ALG
CSX,HFE
IST,CMN
BVA,GSE
SZX,MIG
HNL,PPT
MSO,SLC
BKI,CAN
SIN,JOG
MEL,CHC
DTW,LGA
WWK,VAI
YNZ,TPE
SGC,TOF
KBP,KGD
HKT,CKG
LYS,RAK
DUS,POZ
VAA,ARN
LJU,WAW
SIN,JNB
CAE,ATL
GXH,LXA
MEX,ORD
TPE,SHE
BAH,IST
SAV,ATL
TAS,IST
MNL,NRT
SIN,DAD
DAC,KUL
OLB,RIX
MSP,MCO
UVF,YYZ
LFW,GIG
CGN,TXL
SSA,CGH
LGP,MNL
NAY,HLH
SJW,SHP
CHQ,SKG
ORD,MSY
MSY,BWI
MIA,RDU
GYD,FRA
IST,JED
GLV,WMO
DRS,BSL
OSL,TLL
DAD,ICN
VIE,LPA
SGN,DXB
LAX,OGG
NKG,CKG
DFW,LCH
FNC,BRS
JAV,GOH
DVO,MNL
CCS,MRD
PHL,ATH
CPH,SJJ
MCO,DFW
ONT,SLC
ISC,EXT
IST,KZN
BPN,SRG
SGN,SIN
PDX,SAN
GLA,ACE
NGO,HNL
HOU,PVD
OME,SHH
NKG,LJG
MBI,DAR
EWR,ATL
DME,PEE
TLH,ATL
HER,BHX
PNQ,MAA
CBB,LPB
TMR,ELG
GRU,ATL
SGN,CAH
BIL,AZA
ORK,PMI
IAH,PHL
PYJ,YKS
PSA,TFS
ARN,DXB
SVO,DXB
CDG,CAI
YWG,YUL
ORD,BNA
FOC,HRB
DEN,GEG
DME,IJK
MAN,YYC
SWA,NKG
FCO,BRU
BOS,ATL
KUL,KBR
DXB,KUL
HAV,NAS
PMI,TRF
BOM,CCU
LHR,SAN
GRO,FKB
BKK,CAN
DLC,NGO
PDX,DFW
DUS,LYS
FRA,DJE
HNL,LAX
DME,KEJ
PTY,PAP
HRG,BHX
MNL,KIX
IVC,WLG
RVT,PER
IAH,YEG
TBS,VIE
VNO,LED
PVG,LAX
HAN,DAD
BCN,SLM
SXB,MRS
HRB,KIJ
MSP,SFO
TBB,HAN
NCE,NAP
